id,user_id,contest_id,submission_id,problem_index,problem_name,problem_rating,verdict,language,tags_jsonb,submitted_at,solved
13513,5,303,3713886,E,Random Ranking,3000.0,WRONG_ANSWER,GNU C++,"['dp', 'math', 'probabilities']",2013-05-12 18:26:44,0
13512,5,303,3713888,E,Random Ranking,3000.0,WRONG_ANSWER,GNU C++,"['dp', 'math', 'probabilities']",2013-05-12 18:27:08,0
13511,5,303,3713894,E,Random Ranking,3000.0,WRONG_ANSWER,GNU C++,"['dp', 'math', 'probabilities']",2013-05-12 18:28:06,0
13510,5,303,3713899,E,Random Ranking,3000.0,WRONG_ANSWER,GNU C++,"['dp', 'math', 'probabilities']",2013-05-12 18:28:45,0
13509,5,303,3713905,E,Random Ranking,3000.0,WRONG_ANSWER,GNU C++,"['dp', 'math', 'probabilities']",2013-05-12 18:29:27,0
13508,5,303,3713909,E,Random Ranking,3000.0,WRONG_ANSWER,GNU C++,"['dp', 'math', 'probabilities']",2013-05-12 18:30:11,0
13507,5,303,3713915,E,Random Ranking,3000.0,WRONG_ANSWER,GNU C++,"['dp', 'math', 'probabilities']",2013-05-12 18:31:16,0
13506,5,303,3713928,E,Random Ranking,3000.0,WRONG_ANSWER,GNU C++,"['dp', 'math', 'probabilities']",2013-05-12 18:35:20,0
13505,5,303,3713932,E,Random Ranking,3000.0,WRONG_ANSWER,GNU C++,"['dp', 'math', 'probabilities']",2013-05-12 18:36:05,0
13504,5,303,3713935,E,Random Ranking,3000.0,WRONG_ANSWER,GNU C++,"['dp', 'math', 'probabilities']",2013-05-12 18:36:51,0
13503,5,303,3713940,E,Random Ranking,3000.0,WRONG_ANSWER,GNU C++,"['dp', 'math', 'probabilities']",2013-05-12 18:38:21,0
13502,5,303,3713946,E,Random Ranking,3000.0,WRONG_ANSWER,GNU C++,"['dp', 'math', 'probabilities']",2013-05-12 18:39:00,0
13501,5,303,3713949,E,Random Ranking,3000.0,WRONG_ANSWER,GNU C++,"['dp', 'math', 'probabilities']",2013-05-12 18:39:18,0
13500,5,303,3713952,E,Random Ranking,3000.0,WRONG_ANSWER,GNU C++,"['dp', 'math', 'probabilities']",2013-05-12 18:40:01,0
13499,5,303,3713959,E,Random Ranking,3000.0,WRONG_ANSWER,GNU C++,"['dp', 'math', 'probabilities']",2013-05-12 18:41:25,0
13498,5,303,3713971,E,Random Ranking,3000.0,WRONG_ANSWER,GNU C++,"['dp', 'math', 'probabilities']",2013-05-12 18:42:55,0
13497,5,303,3713974,E,Random Ranking,3000.0,WRONG_ANSWER,GNU C++,"['dp', 'math', 'probabilities']",2013-05-12 18:43:28,0
13496,5,303,3713975,E,Random Ranking,3000.0,WRONG_ANSWER,GNU C++,"['dp', 'math', 'probabilities']",2013-05-12 18:44:16,0
13495,5,303,3713978,E,Random Ranking,3000.0,WRONG_ANSWER,GNU C++,"['dp', 'math', 'probabilities']",2013-05-12 18:44:41,0
13494,5,303,3713980,E,Random Ranking,3000.0,WRONG_ANSWER,GNU C++,"['dp', 'math', 'probabilities']",2013-05-12 18:45:20,0
13493,5,303,3713982,E,Random Ranking,3000.0,WRONG_ANSWER,GNU C++,"['dp', 'math', 'probabilities']",2013-05-12 18:45:42,0
13492,5,303,3713984,E,Random Ranking,3000.0,WRONG_ANSWER,GNU C++,"['dp', 'math', 'probabilities']",2013-05-12 18:46:08,0
13491,5,303,3713985,E,Random Ranking,3000.0,WRONG_ANSWER,GNU C++,"['dp', 'math', 'probabilities']",2013-05-12 18:46:29,0
13490,5,316,3860517,A1,Special Task,1100.0,WRONG_ANSWER,GNU C++,['greedy'],2013-06-12 13:03:50,0
13489,5,316,3860518,A1,Special Task,1100.0,WRONG_ANSWER,GNU C++,['greedy'],2013-06-12 13:05:00,0
13488,5,316,3860538,A1,Special Task,1100.0,OK,GNU C++,['greedy'],2013-06-12 13:06:20,1
13487,5,316,3860545,A2,Special Task,1400.0,OK,GNU C++,['math'],2013-06-12 13:06:32,1
13486,5,316,3860823,B1,EKG,1500.0,OK,GNU C++,"['brute force', 'dfs and similar']",2013-06-12 13:11:21,1
13485,5,316,3861163,B2,EKG,1600.0,OK,GNU C++,"['dfs and similar', 'dp']",2013-06-12 13:14:48,1
13484,5,316,3863206,D1,PE Lesson,2300.0,OK,GNU C++,"['brute force', 'dp']",2013-06-12 13:37:24,1
13483,5,316,3863479,E1,Summer Homework,1500.0,OK,GNU C++,"['brute force', 'data structures']",2013-06-12 13:41:09,1
13482,5,316,3864057,D2,PE Lesson,2300.0,OK,GNU C++,['dp'],2013-06-12 13:48:50,1
13481,5,316,3864059,D3,PE Lesson,2400.0,OK,GNU C++,"['dp', 'math']",2013-06-12 13:48:51,1
13480,5,316,3864899,C1,Tidying Up,2200.0,OK,GNU C++,['flows'],2013-06-12 14:02:16,1
13479,5,316,3865013,C2,Tidying Up,2300.0,OK,GNU C++,"['flows', 'graph matchings']",2013-06-12 14:03:52,1
13478,5,316,3866051,F1,Suns and Rays,2200.0,WRONG_ANSWER,GNU C++,"['dfs and similar', 'implementation']",2013-06-12 14:21:12,0
13477,5,316,3867240,G1,Good Substrings,1700.0,OK,GNU C++,"['hashing', 'strings']",2013-06-12 14:40:43,1
13476,5,316,3867332,G2,Good Substrings,2200.0,OK,GNU C++,['string suffix structures'],2013-06-12 14:41:53,1
13475,5,316,3868049,F1,Suns and Rays,2200.0,WRONG_ANSWER,GNU C++,"['dfs and similar', 'implementation']",2013-06-12 14:51:21,0
13474,5,316,3868861,E2,Summer Homework,2300.0,WRONG_ANSWER,GNU C++,"['data structures', 'math']",2013-06-12 15:04:34,0
13473,5,316,3869197,E2,Summer Homework,2300.0,TIME_LIMIT_EXCEEDED,GNU C++,"['data structures', 'math']",2013-06-12 15:10:22,0
13472,5,316,3869439,E2,Summer Homework,2300.0,OK,GNU C++,"['data structures', 'math']",2013-06-12 15:14:12,1
13471,5,316,3870518,E3,Summer Homework,2300.0,OK,GNU C++,"['data structures', 'math']",2013-06-12 15:33:24,1
13470,5,316,3871802,F1,Suns and Rays,2200.0,WRONG_ANSWER,GNU C++,"['dfs and similar', 'implementation']",2013-06-12 15:58:00,0
13469,5,316,3872150,F1,Suns and Rays,2200.0,WRONG_ANSWER,GNU C++,"['dfs and similar', 'implementation']",2013-06-12 16:04:22,0
13468,5,316,3872438,F1,Suns and Rays,2200.0,OK,GNU C++,"['dfs and similar', 'implementation']",2013-06-12 16:09:16,1
13467,5,316,3872476,F2,Suns and Rays,2300.0,OK,GNU C++,[],2013-06-12 16:09:53,1
13466,5,316,3872487,F3,Suns and Rays,2200.0,WRONG_ANSWER,GNU C++,"['constructive algorithms', 'dfs and similar', 'implementation']",2013-06-12 16:10:02,0
13465,5,316,3872694,F3,Suns and Rays,2200.0,WRONG_ANSWER,GNU C++,"['constructive algorithms', 'dfs and similar', 'implementation']",2013-06-12 16:13:59,0
13464,5,316,3872762,F2,Suns and Rays,2300.0,OK,GNU C++,[],2013-06-12 16:15:10,1
13463,5,316,3872862,F3,Suns and Rays,2200.0,OK,GNU C++,"['constructive algorithms', 'dfs and similar', 'implementation']",2013-06-12 16:17:17,1
13462,5,316,3875466,G3,Good Substrings,2400.0,TIME_LIMIT_EXCEEDED,GNU C++,['string suffix structures'],2013-06-12 17:13:19,0
13461,5,316,3875527,G3,Good Substrings,2400.0,TIME_LIMIT_EXCEEDED,GNU C++,['string suffix structures'],2013-06-12 17:16:17,0
13460,5,316,3875572,G3,Good Substrings,2400.0,TIME_LIMIT_EXCEEDED,GNU C++,['string suffix structures'],2013-06-12 17:18:42,0
13459,5,317,3886404,D,Game with Powers,2300.0,WRONG_ANSWER,GNU C++,"['dp', 'games']",2013-06-14 15:50:58,0
13458,5,317,3886617,A,Perfect Pair,1600.0,OK,GNU C++,['brute force'],2013-06-14 15:52:59,1
13457,5,317,3888482,B,Ants,2000.0,OK,GNU C++,"['brute force', 'implementation']",2013-06-14 16:12:42,1
13456,5,317,3889207,D,Game with Powers,2300.0,OK,GNU C++,"['dp', 'games']",2013-06-14 16:19:58,1
13455,5,317,3892757,C,Balance,2500.0,WRONG_ANSWER,GNU C++,"['constructive algorithms', 'dfs and similar', 'graphs', 'trees']",2013-06-14 16:57:34,0
13454,5,331,4088426,C1,The Great Julya Calendar,1100.0,OK,GNU C++,['dp'],2013-07-17 15:51:57,1
13453,5,331,4088451,C2,The Great Julya Calendar,2400.0,OK,GNU C++,['dp'],2013-07-17 15:52:23,1
13452,5,331,4088453,C3,The Great Julya Calendar,2500.0,OK,GNU C++,['dp'],2013-07-17 15:52:28,1
13451,5,331,4088920,A1,Oh Sweet Beaverette,1400.0,OK,GNU C++,"['brute force', 'implementation']",2013-07-17 16:00:02,1
13450,5,331,4088949,A2,Oh Sweet Beaverette,1500.0,OK,GNU C++,"['data structures', 'sortings']",2013-07-17 16:00:34,1
13449,5,331,4089349,B1,Shave Beaver!,1700.0,OK,GNU C++,['implementation'],2013-07-17 16:08:02,1
13448,5,331,4089462,B2,Shave Beaver!,1900.0,OK,GNU C++,['data structures'],2013-07-17 16:09:39,1
13447,5,331,4091829,D1,Escaping on Beaveractor,2400.0,OK,GNU C++,"['dfs and similar', 'implementation']",2013-07-17 17:00:30,1
13446,5,331,4091923,D2,Escaping on Beaveractor,2600.0,OK,GNU C++,['graphs'],2013-07-17 17:02:55,1
13445,5,331,4092858,D2,Escaping on Beaveractor,2600.0,OK,GNU C++,['graphs'],2013-07-17 17:28:29,1
13444,5,331,4092885,D3,Escaping on Beaveractor,3000.0,OK,GNU C++,"['data structures', 'implementation', 'trees']",2013-07-17 17:29:12,1
13443,5,329,4113197,A,Purification,1500.0,OK,GNU C++,"['constructive algorithms', 'greedy']",2013-07-20 13:41:07,1
13442,5,329,4114580,B,Biridian Forest,1500.0,OK,GNU C++,"['dfs and similar', 'shortest paths']",2013-07-20 13:50:44,1
13441,5,329,4118708,D,The Evil Temple and the Moving Rocks,2500.0,OK,GNU C++,['constructive algorithms'],2013-07-20 14:39:23,1
13440,5,329,4122060,C,Graph Reconstruction,2400.0,OK,GNU C++,['constructive algorithms'],2013-07-20 15:29:54,1
13439,5,335,4221303,A,Banana,1400.0,OK,GNU C++,"['binary search', 'constructive algorithms', 'greedy']",2013-08-03 17:05:23,1
13438,5,335,4222014,C,More Reclamation,2100.0,OK,GNU C++,['games'],2013-08-03 17:35:26,1
13437,5,335,4222343,B,Palindrome,1900.0,OK,GNU C++,"['constructive algorithms', 'dp']",2013-08-03 17:49:55,1
13436,5,335,4223701,D,Rectangles and Square,2400.0,OK,GNU C++,"['brute force', 'dp']",2013-08-03 19:09:15,1
13435,5,335,4224349,E,Counting Skyscrapers,2800.0,OK,GNU C++,"['dp', 'math', 'probabilities']",2013-08-03 19:50:41,1
13434,5,338,4291365,E,Optimize!,2600.0,WRONG_ANSWER,GNU C++,['data structures'],2013-08-16 16:38:40,0
13433,5,338,4291715,E,Optimize!,2600.0,OK,GNU C++,['data structures'],2013-08-16 16:42:46,1
13432,5,338,4295147,D,GCD Table,2900.0,OK,GNU C++,"['chinese remainder theorem', 'math', 'number theory']",2013-08-16 17:29:50,1
13431,5,343,4458959,A,Rational Resistance,1600.0,OK,GNU C++,"['math', 'number theory']",2013-09-14 15:34:45,1
13430,5,343,4459735,B,Alternating Current,1600.0,OK,GNU C++,"['data structures', 'greedy', 'implementation']",2013-09-14 15:38:30,1
13429,5,343,4460935,C,Read Time,1900.0,OK,GNU C++,"['binary search', 'greedy', 'two pointers']",2013-09-14 15:46:43,1
13428,5,343,4464141,D,Water Tree,2100.0,OK,GNU C++,"['data structures', 'dfs and similar', 'graphs', 'trees']",2013-09-14 16:18:23,1
13427,5,343,4470358,E,Pumping Stations,2900.0,OK,GNU C++,"['brute force', 'dfs and similar', 'divide and conquer', 'flows', 'graphs', 'greedy', 'trees']",2013-09-14 17:35:31,1
13426,5,356,4789769,B,Xenia and Hamming,1900.0,OK,GNU C++,"['implementation', 'math']",2013-10-15 12:09:23,1
13425,5,356,4790471,A,Knight Tournament,1500.0,OK,GNU C++,"['data structures', 'dsu']",2013-10-15 12:14:42,1
13424,5,356,4792387,C,Compartments,2100.0,OK,GNU C++,"['combinatorics', 'constructive algorithms', 'greedy', 'implementation']",2013-10-15 12:33:25,1
13423,5,356,4794974,D,Bags and Coins,2700.0,OK,GNU C++,"['bitmasks', 'constructive algorithms', 'dp', 'greedy']",2013-10-15 13:11:34,1
13422,5,367,5245452,B,Sereja ans Anagrams,1900.0,OK,GNU C++,"['binary search', 'data structures']",2013-11-26 15:38:57,1
13421,5,367,5247815,C,Sereja and the Arrangement of Numbers,2000.0,OK,GNU C++,"['graphs', 'greedy', 'sortings']",2013-11-26 15:53:39,1
13420,5,367,5248539,A,Sereja and Algorithm ,1500.0,OK,GNU C++,"['data structures', 'implementation']",2013-11-26 15:59:34,1
13419,5,367,5249684,D,Sereja and Sets,2400.0,OK,GNU C++,"['bitmasks', 'dfs and similar']",2013-11-26 16:10:27,1
13418,5,367,5253117,E,Sereja and Intervals,2700.0,OK,GNU C++,"['combinatorics', 'dp']",2013-11-26 16:46:39,1
13417,5,372,5420847,A,Counting Kangaroos is Fun,1600.0,OK,GNU C++,"['binary search', 'greedy', 'sortings', 'two pointers']",2013-12-13 14:03:27,1
13416,5,372,5421838,B,Counting Rectangles is Fun,1900.0,OK,GNU C++,"['brute force', 'divide and conquer', 'dp']",2013-12-13 14:09:48,1
13415,5,372,5423917,C,Watching Fireworks is Fun,2100.0,OK,GNU C++,"['data structures', 'dp', 'math']",2013-12-13 14:27:41,1
13414,5,372,5430216,D,Choosing Subtree is Fun,2600.0,OK,GNU C++,"['binary search', 'data structures', 'dfs and similar', 'trees', 'two pointers']",2013-12-13 15:38:22,1
13413,5,377,5552294,A,Maze,1600.0,OK,GNU C++,['dfs and similar'],2013-12-29 15:34:38,1
13412,5,377,5554743,D,Developing Game,2400.0,OK,GNU C++,['data structures'],2013-12-29 15:55:41,1
13411,5,377,5555860,B,Preparing for the Contest,1900.0,OK,GNU C++,"['binary search', 'data structures', 'greedy', 'sortings']",2013-12-29 16:08:39,1
13410,5,377,5557198,C,Captains Mode,2200.0,OK,GNU C++,"['bitmasks', 'dp', 'games']",2013-12-29 16:24:02,1
13409,5,377,5560946,E,Cookie Clicker,2800.0,WRONG_ANSWER,GNU C++,"['dp', 'geometry']",2013-12-29 17:13:38,0
13408,5,377,5565104,E,Cookie Clicker,2800.0,OK,GNU C++,"['dp', 'geometry']",2013-12-29 23:36:09,1
13407,5,379,5570092,A,New Year Candles,1000.0,OK,GNU C++,['implementation'],2013-12-30 15:31:32,1
13406,5,379,5570734,C,New Year Ratings Change,1400.0,OK,GNU C++,"['greedy', 'sortings']",2013-12-30 15:34:01,1
13405,5,379,5571662,B,New Year Present,1200.0,OK,GNU C++,"['constructive algorithms', 'implementation']",2013-12-30 15:36:42,1
13404,5,379,5577419,D,New Year Letter,2000.0,OK,GNU C++,"['bitmasks', 'brute force', 'dp']",2013-12-30 16:04:56,1
13403,5,379,5580054,E,New Year Tree Decorations,2500.0,OK,GNU C++,"['geometry', 'schedules', 'sortings']",2013-12-30 16:29:34,1
13402,5,388,5874948,A,Fox and Box Accumulation,1400.0,WRONG_ANSWER,GNU C++,"['greedy', 'sortings']",2014-02-03 15:45:52,0
13401,5,388,5877357,B,Fox and Minimal path,1900.0,OK,GNU C++,"['bitmasks', 'constructive algorithms', 'graphs', 'implementation', 'math']",2014-02-03 15:59:40,1
13400,5,388,5878094,C,Fox and Card Game,2000.0,OK,GNU C++,"['games', 'greedy', 'sortings']",2014-02-03 16:04:31,1
13399,5,388,5878499,A,Fox and Box Accumulation,1400.0,OK,GNU C++,"['greedy', 'sortings']",2014-02-03 16:10:59,1
13398,5,388,5881221,D,Fox and Perfect Sets,2700.0,OK,GNU C++,['math'],2014-02-03 16:30:46,1
13397,5,407,6178779,B,Long Path,1600.0,OK,GNU C++,"['dp', 'implementation']",2014-03-30 07:09:34,1
13396,5,407,6179819,A,Triangle,1600.0,OK,GNU C++,"['brute force', 'geometry', 'implementation', 'math']",2014-03-30 07:17:06,1
13395,5,407,6183229,C,Curious Array,2500.0,OK,GNU C++,"['brute force', 'combinatorics', 'implementation', 'math']",2014-03-30 07:53:56,1
13394,5,407,6186438,D,Largest Submatrix 3,2700.0,OK,GNU C++,"['dp', 'hashing']",2014-03-30 08:46:29,1
13393,5,409,6207760,A,The Great Game,1700.0,OK,GNU C++,['*special'],2014-04-01 15:44:46,1
13392,5,409,6208379,C,Magnum Opus,1700.0,OK,GNU C++,['*special'],2014-04-01 15:47:21,1
13391,5,409,6210388,B,Mysterious Language,1700.0,OK,Mysterious Language,['*special'],2014-04-01 15:55:46,1
13390,5,409,6210895,H,A + B Strikes Back,1500.0,WRONG_ANSWER,GNU C++,"['*special', 'brute force', 'constructive algorithms', 'dsu', 'implementation']",2014-04-01 15:57:50,0
13389,5,409,6210964,H,A + B Strikes Back,1500.0,WRONG_ANSWER,GNU C++,"['*special', 'brute force', 'constructive algorithms', 'dsu', 'implementation']",2014-04-01 15:58:05,0
13388,5,409,6211027,H,A + B Strikes Back,1500.0,WRONG_ANSWER,GNU C++,"['*special', 'brute force', 'constructive algorithms', 'dsu', 'implementation']",2014-04-01 15:58:19,0
13387,5,409,6211056,H,A + B Strikes Back,1500.0,WRONG_ANSWER,GNU C++,"['*special', 'brute force', 'constructive algorithms', 'dsu', 'implementation']",2014-04-01 15:58:27,0
13386,5,409,6211097,H,A + B Strikes Back,1500.0,WRONG_ANSWER,GNU C++,"['*special', 'brute force', 'constructive algorithms', 'dsu', 'implementation']",2014-04-01 15:58:36,0
13385,5,409,6211134,H,A + B Strikes Back,1500.0,OK,GNU C++,"['*special', 'brute force', 'constructive algorithms', 'dsu', 'implementation']",2014-04-01 15:58:44,1
13384,5,409,6224700,D,Big Data,1700.0,WRONG_ANSWER,GNU C++,['*special'],2014-04-01 16:46:51,0
13383,5,409,6225332,D,Big Data,1700.0,WRONG_ANSWER,GNU C++,['*special'],2014-04-01 16:49:09,0
13382,5,409,6225387,D,Big Data,1700.0,WRONG_ANSWER,GNU C++,['*special'],2014-04-01 16:49:20,0
13381,5,409,6225431,D,Big Data,1700.0,WRONG_ANSWER,GNU C++,['*special'],2014-04-01 16:49:30,0
13380,5,409,6225763,D,Big Data,1700.0,WRONG_ANSWER,GNU C++,['*special'],2014-04-01 16:50:53,0
13379,5,409,6226191,D,Big Data,1700.0,WRONG_ANSWER,GNU C++,['*special'],2014-04-01 16:52:26,0
13378,5,409,6226265,D,Big Data,1700.0,WRONG_ANSWER,GNU C++,['*special'],2014-04-01 16:52:41,0
13377,5,409,6226300,D,Big Data,1700.0,OK,GNU C++,['*special'],2014-04-01 16:52:52,1
13376,5,409,6229002,E,Dome,1800.0,OK,GNU C++,['*special'],2014-04-01 17:03:07,1
13375,5,418,6393785,D,Big Problems for Organizers,2800.0,WRONG_ANSWER,GNU C++,"['data structures', 'graphs', 'trees']",2014-04-17 17:31:51,0
13374,5,418,6393969,D,Big Problems for Organizers,2800.0,WRONG_ANSWER,GNU C++,"['data structures', 'graphs', 'trees']",2014-04-17 17:34:59,0
13373,5,418,6394549,D,Big Problems for Organizers,2800.0,OK,GNU C++,"['data structures', 'graphs', 'trees']",2014-04-17 18:05:53,1
13372,5,412,6404170,C,Pattern,1200.0,OK,GNU C++,"['implementation', 'strings']",2014-04-18 16:13:19,1
13371,5,412,6404191,B,Network Configuration,900.0,OK,GNU C++,"['greedy', 'sortings']",2014-04-18 16:15:09,1
13370,5,412,6404336,A,Poster,900.0,OK,GNU C++,"['greedy', 'implementation']",2014-04-18 16:17:46,1
13369,5,412,6405248,D,Giving Awards,2000.0,OK,GNU C++,['dfs and similar'],2014-04-18 16:25:15,1
13368,5,412,6406325,E,E-mail Addresses,1900.0,OK,GNU C++,['implementation'],2014-04-18 16:33:53,1
13367,5,436,6873988,A,Feed with Candy,1500.0,OK,GNU C++,['greedy'],2014-06-13 15:35:47,1
13366,5,436,6874241,B,Om Nom and Spiders,1400.0,OK,GNU C++,"['implementation', 'math']",2014-06-13 15:39:53,1
13365,5,436,6875335,C,Dungeons and Candies,1800.0,OK,GNU C++,"['dsu', 'graphs', 'greedy', 'trees']",2014-06-13 15:49:07,1
13364,5,436,6881094,D,Pudding Monsters,2800.0,OK,GNU C++,['dp'],2014-06-13 16:49:45,1
13363,5,436,6883248,F,Banners,3000.0,WRONG_ANSWER,GNU C++,"['brute force', 'data structures', 'dp']",2014-06-13 17:27:37,0
13362,5,436,6886422,F,Banners,3000.0,TIME_LIMIT_EXCEEDED,GNU C++,"['brute force', 'data structures', 'dp']",2014-06-13 21:33:12,0
13361,5,436,6886429,F,Banners,3000.0,OK,GNU C++,"['brute force', 'data structures', 'dp']",2014-06-13 21:33:45,1
13360,5,442,6914458,A,Borya and Hanabi,1700.0,OK,GNU C++,"['bitmasks', 'brute force', 'implementation']",2014-06-19 15:38:14,1
13359,5,442,6916976,B,Andrey and Problem,1800.0,OK,GNU C++,"['greedy', 'math', 'probabilities']",2014-06-19 16:10:27,1
13358,5,442,6917753,D,Adam and Tree,2600.0,OK,GNU C++,"['data structures', 'trees']",2014-06-19 16:21:26,1
13357,5,442,6919336,C,Artem and Array ,2500.0,OK,GNU C++,"['data structures', 'greedy']",2014-06-19 16:44:22,1
13356,5,442,6921847,E,Gena and Second Distance,3100.0,OK,GNU C++,['geometry'],2014-06-19 17:24:23,1
13355,5,452,7258696,A,Eevee,1000.0,OK,GNU C++,"['brute force', 'implementation', 'strings']",2014-07-27 17:02:47,1
13354,5,452,7262766,C,Magic Trick,2100.0,OK,GNU C++,"['combinatorics', 'math', 'probabilities']",2014-07-27 17:33:53,1
13353,5,452,7263420,B,4-point polyline,1800.0,OK,GNU C++,"['brute force', 'constructive algorithms', 'geometry', 'trees']",2014-07-27 17:40:24,1
13352,5,452,7263835,D,"Washer, Dryer, Folder",1900.0,OK,GNU C++,"['greedy', 'implementation']",2014-07-27 17:44:46,1
13351,5,452,7265530,E,Three strings,2400.0,OK,GNU C++,"['data structures', 'dsu', 'string suffix structures', 'strings']",2014-07-27 18:04:56,1
13350,5,455,7377249,A,Boredom,1500.0,OK,GNU C++,['dp'],2014-08-08 15:33:42,1
13349,5,455,7380394,B,A Lot of Games,1900.0,OK,GNU C++,"['dfs and similar', 'dp', 'games', 'implementation', 'strings', 'trees']",2014-08-08 15:46:26,1
13348,5,455,7382688,C,Civilization,2100.0,WRONG_ANSWER,GNU C++,"['dfs and similar', 'dp', 'dsu', 'ternary search', 'trees']",2014-08-08 15:56:58,0
13347,5,455,7382998,C,Civilization,2100.0,WRONG_ANSWER,GNU C++,"['dfs and similar', 'dp', 'dsu', 'ternary search', 'trees']",2014-08-08 15:58:32,0
13346,5,455,7383856,C,Civilization,2100.0,OK,GNU C++,"['dfs and similar', 'dp', 'dsu', 'ternary search', 'trees']",2014-08-08 16:03:03,1
13345,5,455,7390969,D,Serega and Fun,2700.0,OK,GNU C++,['data structures'],2014-08-08 16:50:55,1
13344,5,455,7393975,E,Function,2900.0,WRONG_ANSWER,GNU C++,['data structures'],2014-08-08 17:17:13,0
13343,5,455,7394351,E,Function,2900.0,OK,GNU C++,['data structures'],2014-08-08 17:20:42,1
13342,5,464,7701335,A,No to Palindromes!,1700.0,OK,GNU C++,"['greedy', 'strings']",2014-09-07 15:35:45,1
13341,5,464,7704070,C,Substitutes in Number,2100.0,OK,GNU C++,['dp'],2014-09-07 15:49:52,1
13340,5,464,7707364,B,Restore Cube ,2000.0,OK,GNU C++,"['brute force', 'geometry']",2014-09-07 16:15:58,1
13339,5,464,7709708,D,World of Darkraft - 2,2700.0,OK,GNU C++,"['dp', 'probabilities']",2014-09-07 16:42:58,1
13338,5,466,7753035,A,Cheap Travel,1200.0,OK,GNU C++,['implementation'],2014-09-12 15:31:09,1
13337,5,466,7753781,B,Wonder Room,2000.0,OK,GNU C++,"['brute force', 'math']",2014-09-12 15:35:09,1
13336,5,466,7754473,C,Number of Ways,1700.0,OK,GNU C++,"['binary search', 'brute force', 'data structures', 'dp', 'two pointers']",2014-09-12 15:37:15,1
13335,5,466,7756150,D,Increase Sequence,2100.0,OK,GNU C++,"['combinatorics', 'dp']",2014-09-12 15:42:53,1
13334,5,466,7758393,E,Information Graph,2100.0,OK,GNU C++,"['dfs and similar', 'dsu', 'graphs', 'trees']",2014-09-12 15:52:53,1
13333,5,472,7996316,A,Design Tutorial: Learn from Math,800.0,OK,GNU C++,"['math', 'number theory']",2014-09-28 15:37:54,1
13332,5,472,7996646,B,Design Tutorial: Learn from Life,1300.0,OK,GNU C++,[],2014-09-28 15:38:54,1
13331,5,472,7999042,C,Design Tutorial: Make It Nondeterministic,1400.0,OK,GNU C++,['greedy'],2014-09-28 15:45:43,1
13330,5,472,8002975,D,Design Tutorial: Inverse the Problem,1900.0,OK,GNU C++,"['dfs and similar', 'dsu', 'shortest paths', 'trees']",2014-09-28 16:04:30,1
13329,5,472,8012060,E,Design Tutorial: Learn from a Game,2800.0,OK,GNU C++,"['constructive algorithms', 'implementation']",2014-09-28 17:32:47,1
13328,5,472,8014079,F,Design Tutorial: Change the Goal,2700.0,WRONG_ANSWER,GNU C++,"['constructive algorithms', 'math', 'matrices']",2014-09-28 17:56:16,0
13327,5,472,8039550,A,Design Tutorial: Learn from Math,800.0,COMPILATION_ERROR,GNU C++,"['math', 'number theory']",2014-09-30 18:06:44,0
13326,5,474,8107540,A,Keyboard,900.0,OK,GNU C++,['implementation'],2014-10-06 15:31:48,1
13325,5,474,8107578,B,Worms,1200.0,OK,GNU C++,"['binary search', 'implementation']",2014-10-06 15:33:19,1
13324,5,474,8109129,C,Captain Marmot,2000.0,OK,GNU C++,"['brute force', 'geometry']",2014-10-06 15:41:37,1
13323,5,474,8109752,D,Flowers,1700.0,OK,GNU C++,['dp'],2014-10-06 15:44:17,1
13322,5,474,8110974,F,Ant colony,2100.0,OK,GNU C++,"['data structures', 'math', 'number theory']",2014-10-06 15:50:24,1
13321,5,474,8112605,E,Pillars,2000.0,OK,GNU C++,"['binary search', 'data structures', 'dp', 'sortings', 'trees']",2014-10-06 16:01:03,1
13320,5,482,8380309,A,Diverse Permutation,1200.0,OK,GNU C++,"['constructive algorithms', 'greedy']",2014-10-24 17:06:26,1
13319,5,482,8382609,B,Interesting Array,1800.0,OK,GNU C++,"['constructive algorithms', 'data structures', 'trees']",2014-10-24 17:19:19,1
13318,5,482,8384458,C,Game with Strings,2600.0,OK,GNU C++,"['bitmasks', 'dp', 'probabilities']",2014-10-24 17:34:25,1
13317,5,482,8386071,D,Random Function and Tree,2700.0,OK,GNU C++,"['combinatorics', 'dp', 'trees']",2014-10-24 17:49:36,1
13316,5,482,8392996,E,ELCA,3200.0,WRONG_ANSWER,GNU C++,"['data structures', 'trees']",2014-10-24 19:08:51,0
13315,5,482,8393372,E,ELCA,3200.0,TIME_LIMIT_EXCEEDED,GNU C++,"['data structures', 'trees']",2014-10-24 19:31:31,0
13314,5,482,8393436,E,ELCA,3200.0,WRONG_ANSWER,GNU C++,"['data structures', 'trees']",2014-10-24 19:32:16,0
13313,5,482,8394567,C,Game with Strings,2600.0,OK,Java 7,"['bitmasks', 'dp', 'probabilities']",2014-10-24 19:59:07,1
13312,5,482,8394627,C,Game with Strings,2600.0,OK,Java 7,"['bitmasks', 'dp', 'probabilities']",2014-10-24 20:01:36,1
13311,5,482,8395016,C,Game with Strings,2600.0,OK,Java 7,"['bitmasks', 'dp', 'probabilities']",2014-10-24 20:20:37,1
13310,5,482,8395044,C,Game with Strings,2600.0,OK,Java 7,"['bitmasks', 'dp', 'probabilities']",2014-10-24 20:23:13,1
